[SLOPE COLLISION] Tile: 2 at (10, 14), slopeY = 479, playerY = 466.9
[PLAYER STATE] x: 100, y: 9074.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9090.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9106.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9122.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9138.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9154.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9170.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9186.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9202.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9218.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9234.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9250.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9266.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9282.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9298.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9314.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9330.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9346.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9362.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9378.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9394.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9410.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9426.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9442.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9458.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9474.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9490.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9506.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9522.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9538.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9554.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9570.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9586.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9602.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9618.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9634.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9650.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9666.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9682.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9698.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9714.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9730.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9746.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9762.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9778.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9794.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9810.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9826.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9842.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9858.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9874.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9890.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9906.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9922.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9938.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9954.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9970.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 9986.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10002.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10018.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10034.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10050.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10066.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10082.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10098.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10114.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10130.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10146.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10162.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10178.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10194.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10210.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10226.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10242.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10258.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10274.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10290.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10306.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10322.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10338.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10354.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10370.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10386.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10402.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10418.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10434.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10450.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10466.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10482.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10498.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10514.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10530.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10546.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10562.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10578.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10594.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10610.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10626.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10642.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10658.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10674.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10690.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10706.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10722.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10738.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10754.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10770.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10786.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10802.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10818.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10834.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10850.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10866.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10882.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10898.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10914.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10930.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10946.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10962.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10978.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 10994.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11010.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11026.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11042.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11058.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11074.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11090.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11106.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11122.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11138.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11154.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11170.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11186.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11202.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11218.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11234.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11250.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 11266.8, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 100.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 100.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 101.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 102.188, vx: 0, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 103.281, vx: 0, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 104.594, vx: 0, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 106.125, vx: 0, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 107.875, vx: 0, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 109.844, vx: 0, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 112.031, vx: 0, vy: 2.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 114.438, vx: 0, vy: 2.40625, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 117.062, vx: 0, vy: 2.625, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 119.906, vx: 0, vy: 2.84375, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 122.969, vx: 0, vy: 3.0625, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 126.25, vx: 0, vy: 3.28125, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 129.75, vx: 0, vy: 3.5, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 133.469, vx: 0, vy: 3.71875, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 137.406, vx: 0, vy: 3.9375, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 141.562, vx: 0, vy: 4.15625, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 145.938, vx: 0, vy: 4.375, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 150.531, vx: 0, vy: 4.59375, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 155.344, vx: 0, vy: 4.8125, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 160.375, vx: 0, vy: 5.03125, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 165.625, vx: 0, vy: 5.25, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 171.094, vx: 0, vy: 5.46875, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 176.781, vx: 0, vy: 5.6875, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 182.688, vx: 0, vy: 5.90625, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 188.812, vx: 0, vy: 6.125, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 195.156, vx: 0, vy: 6.34375, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 201.719, vx: 0, vy: 6.5625, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 208.5, vx: 0, vy: 6.78125, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 215.5, vx: 0, vy: 7, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 222.719, vx: 0, vy: 7.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 230.156, vx: 0, vy: 7.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 237.812, vx: 0, vy: 7.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 245.688, vx: 0, vy: 7.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 253.781, vx: 0, vy: 8.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 262.094, vx: 0, vy: 8.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 270.625, vx: 0, vy: 8.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 279.375, vx: 0, vy: 8.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 288.344, vx: 0, vy: 8.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 297.531, vx: 0, vy: 9.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 306.938, vx: 0, vy: 9.40625, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 316.562, vx: 0, vy: 9.625, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 326.406, vx: 0, vy: 9.84375, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 336.469, vx: 0, vy: 10.0625, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 346.75, vx: 0, vy: 10.2812, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 357.25, vx: 0, vy: 10.5, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 367.969, vx: 0, vy: 10.7188, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 378.906, vx: 0, vy: 10.9375, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 390.062, vx: 0, vy: 11.1562, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 401.438, vx: 0, vy: 11.375, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 413.031, vx: 0, vy: 11.5938, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 424.844, vx: 0, vy: 11.8125, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 436.875, vx: 0, vy: 12.0312, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 449.125, vx: 0, vy: 12.25, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 461.594, vx: 0, vy: 12.4688, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 474.281, vx: 0, vy: 12.6875, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 487.188, vx: 0, vy: 12.9062, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 500.312, vx: 0, vy: 13.125, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 513.656, vx: 0, vy: 13.3438, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 527.219, vx: 0, vy: 13.5625, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 541, vx: 0, vy: 13.7812, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 555, vx: 0, vy: 14, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 569.219, vx: 0, vy: 14.2188, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 583.656, vx: 0, vy: 14.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 598.312, vx: 0, vy: 14.6562, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 613.188, vx: 0, vy: 14.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 628.281, vx: 0, vy: 15.0938, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 643.594, vx: 0, vy: 15.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 659.125, vx: 0, vy: 15.5312, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 674.875, vx: 0, vy: 15.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 690.844, vx: 0, vy: 15.9688, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 706.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 722.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 738.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 754.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 770.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 786.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 802.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 818.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 834.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 850.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 866.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 882.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 898.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 914.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 930.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 946.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 962.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 978.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 994.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1010.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1026.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1042.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1058.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1074.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1090.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1106.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1122.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1138.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1154.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1170.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1186.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1202.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1218.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1234.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1250.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1266.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1282.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1298.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1314.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1330.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1346.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1362.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1378.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1394.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1410.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1426.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1442.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1458.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1474.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1490.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1506.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1522.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1538.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1554.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1570.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1586.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1602.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1618.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1634.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1650.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1666.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1682.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1698.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1714.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1730.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1746.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1762.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1778.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1794.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1810.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 100, y: 1826.84, vx: 0, vy: 16, grounded: 0, jumping: 0
